OMNI Task Tracker,,,,,,,,,,,
,,,1-Blocker (Blocking progress on current project phase within next week),,,,,,,,
,,,2-High (Critical to current project phase and our path to completion),,,,,,,,
,,,3-Medium(Impacting completion of current project phase but able to work around or deal),,,,,,,,
,,,4-Low (No impact to path to compleltion of current project phase),,,,,,,,
,,,5- NTH (Nice to Have),,,,,,,,
,,,,,,,,,,,
Project Phase,TITLE,DESCRIPTION,TYPE,SEVERITY,Go Live Critical?,STATUS,TEAM ,OWNER,Start Date,Due Date,Comments
Orientation,Setup Deposco Distro List,Deposco sets up email group in following format:  <tenant code> + @deposco.com,Task,,FALSE,Completed,DEP,Hannah,,,
Orientation,Setup Tenant Support Slack Group,"Setup Slack group with tenant as <tenant code> + ""- Support"" (e.g. DEP - Support)",Task,,FALSE,Completed,DEP,Hannah,,,
Orientation,Setup Confluence and JIRA Project,Setup OMNI confluence and JIRA Project,Task,,FALSE,Completed,DEP,Hannah,,,
Orientation,OMNI UA Env.,Deposco to setup OMNI UA environment with OMNI code chosen by OMNI during signning. Socket team adds socket connections and total # of connections to UA env.,Task,,FALSE,Completed,DEP,Business Consultant,,,
Orientation,Company & Facility,"Deposco to coordinate with OMNI to update:
- Company.code value (likely same as tenant code)
- Company address info
- Facility.number (needed for print server setup since it uses the facility.number)
- Facility address info (needed for shipping since ship from info is pulled from user.facitliy for parcel carriers)",Task,,FALSE,Completed,DEP,Business Consultant,,,
Orientation,Setup Users,Deposco guides OMNI super user through user setup with Message Center import or copying admin user from user UI. OMNI can choose to setup only super users or all users during this phase. Password reset emails are sent to OMNI users to complete final step for Deposco access,Task,,FALSE,Completed,DEP,Business Consultant,,,
Orientation,Begin development for new socket APIs,Deposco Socket team begins development for new socket APIs as per initial project SOW,Task,,FALSE,Completed,DEP,Business Consultant,,,
Orientation,Setup Print OMNI (Windows),"Multi-Step:
1) Deposco Devops team sets up OMNI print sever file with company and warehouse code decided during signing. Windows print server file and instructions provided to OMNI to complete setup on their server/network

2) OMNI completes setup of windows print server on their network. 1 label printer and 1 document printer set and validated in Deposco through PrinterDetail config and validation. Printer assignments are setup at later time with implementation team ",Task,,FALSE,In Progress,DEP/OMNI,Business Consultant / Technical Lead,,,8/1 - procuring printers for pack stations
Orientation,Setup Parcel Carrier Accounts,"UPS: OMNI utilizes Deposco UPS Registration Wizard to setup UPS account
USPS:  ",Task,,FALSE,Completed,OMNI,Technical Lead,,,
Orientation,Setup Exisiting Sockets,OMNI utilizes Deposco help site guides to setup existing socket connections,Task,,FALSE,Completed,OMNI,Technical Lead,,,"8/1 - have one instance for each socket type, still getting credentials from customers"
Orientation,General Application and UI Overview,"Topics Include:
- Help Site
- UI Navigation (Menus/Views/Layouts/Searching)
- Settings and User Management
- Message Center Overview
- Handheld Menu Access
- Master data and Data Exchange application",Task,,FALSE,Completed,DEP/OMNI,Fany,,,7/14 - scheduled for Thurs 7/17
Orientation,Begin Master Data Gathering,"Sample Master Data templates for items, packs, locations, zones, storages, etc. to be provided by Deposco to be used by OMNI",Task,,FALSE,Completed,OMNI,OMNI team,,,
Orientation,Create Specialized Process Flows,"OMNI creates process flows for unique processes expected to address systemically within Deposco. Examples are work order handling, cartonization, inbound/outbound audit, quality assurance, and/or new processes outlined as ""add-ons"" within initial project SOW",Task,,FALSE,Closed,OMNI,Warehouse Leads,,,8/1 - not needed
Orientation,Create Inbound Process Flows,"OMNI creates process flows for inbound handling of product (unloading, receiving, putaway)",Task,,FALSE,Closed,OMNI,Inbound Lead,,,8/1 - not needed
Orientation,Create Order Management Process Flows,"OMNI creates process flows for order management inclusive of order pre-processing, order validations, order orchestration, and DOM logic",Task,,FALSE,Closed,OMNI,Outbound Lead / Customer Service Lead,,,8/1 - not needed
Orientation,Create Outbound Process Flows,"OMNI creates process flows for outbound handling of product (replenishments, picking, packing, staging, loading)",Task,,FALSE,Closed,OMNI,Outbound Lead,,,8/1 - not needed
Orientation,3PL Client Matrix,Complete spreadsheet with specific customer data,Task,,FALSE,Completed,OMNI,,,,
Orientation,Schedule recurring project calls ,"Weekly status call 
Bi-weekly executive steering call",Task,,FALSE,In Progress,DEP,Hannah,,,
Design,Deliver Onsite Design Agenda,Deliver onsite design agenda,Task,,FALSE,Completed,DEP,Fany,,,
Design,SKU Exception List Handling,Ensure that SKU exclusion handling for WooCommerce & Shopify is designed for,Request,,FALSE,Completed,DEP/OMNI,,,,
Design,Master Design Document Delivery,Deliver master design document for OMNI team to review ,Task,,FALSE,Open,DEP,Solution Lead,,,
Design,Review and Sign Master Design Document,OMNI to review document and make notes in google doc to be reviewed together with Deposco team and eventually signed via Docusign. ,Task,,FALSE,Open,DEP/OMNI,Full Team,,,
Configuration,Deliver Inbound Configuration,Via demo sessions or loom videos ,Task,,FALSE,Open,DEP,Implementation Lead,,,
Configuration,Deliver Inventory Management Configuration,Via demo sessions or loom videos ,Task,,FALSE,Open,DEP,Implementation Lead,,,
Configuration,Deliver Outbound Configuration Pt 1,Via demo sessions or loom videos ,Task,,FALSE,Open,DEP,Implementation Lead,,,
Configuration,Deliver Outbound Configuration Pt 2,Via demo sessions or loom videos ,Task,,FALSE,Open,DEP,Implementation Lead,,,
Configuration,Deliver Integration Configuration Training,Via demo sessions or loom videos ,Task,,FALSE,Open,DEP,Implementation Lead,,,
Configuration,Deliver Reports and Metrics ,Based on requirements from design ,Task,,FALSE,Open,DEP,Implementation Lead,,,
Validation,Unit Test Cases - Inbound,Complete test cases for Inbound processes on Test Cases - Unit tab ,Task,,FALSE,Open,OMNI,Inbound Lead,,,
Validation,Unit Test Cases - Inventory Management ,Complete test cases for Inventory Management processes on Test Cases - Unit tab ,Task,,FALSE,Open,OMNI,Inventory Lead,,,
Validation,Unit Test Cases - Outbound Pt 1,Complete test cases for Outbound processes on Test Cases - Unit tab ,Task,,FALSE,Open,OMNI,Outbound Lead,,,
Validation,Unit Test Cases - Outbound Pt 2,Complete test cases for Outbound processes on Test Cases - Unit tab ,Task,,FALSE,Open,OMNI,Outbound Lead,,,
Validation,Unit Test Cases - Integrations,Complet test cases for Integrations on Test Cases - Unit tab ,Task,,FALSE,Open,OMNI,Technical Lead,,,
Validation,End to End Test Case Execution,Complete end to end test cases ,Task,,FALSE,Open,OMNI,Warehouse Leads + Technical Lead,,,
Validation,Deliver Onsite UAT Agenda,,Task,,FALSE,Open,DEP,Implementation Lead,,,
Validation,Train End Users,During UAT and any additional training as needed,Task,,FALSE,Open,OMNI,Warehouse Leads,,,
Validation,Fill out Go/No-Go Decision Document,Fill out throughout UAT and use to make final decision on go live readiness,Task,,FALSE,Open,DEP/OMNI,Full team,,,
Validation,Schedule final Go/No-Go Decision Meeting,Schedule final call to review go/no-go document and make final decision for go live date,Task,,FALSE,Open,DEP,PM,,,
Deployment,Deliver Cutover Plan ,With columns for asignee and execution dates ,Task,,FALSE,Open,DEP,Implementation Lead,,,
Deployment,Execute Cutover Plan Steps,,Task,,FALSE,Open,DEP/OMNI,Full team,,,
Deployment,Schedule end of day check in calls for go live week,Schedule time to meet with full team end of each day of go live week to review progress,Task,,FALSE,Open,DEP,PM,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
,,,,,FALSE,,,,,,
